Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. zaèetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlaèilci;Dnevni NOO;Tip
G2;109;0357;LENDAVA - PETIŠOVCI;0;3.500;89;Lendava 2;MWTC1;2.100;15;1.585;10;150;35;30;50;225;221;PLDP
G2;109;0357;PETIŠOVCI - MP PETIŠOVCI;3.500;4.498;143;MP Petišovci;QLTC10;2.057;15;1.545;9;171;20;25;50;222;14;WIM
G2;111;0373;IZOLA - JAGODJE;0;3.074;13;Izolska obvoznica;QLTC8;17.816;255;16.011;41;1.319;96;56;8;30;99;PLDP
G2;111;1509;JAGODJE-VALETA;0;4.208;901;Belveder;QLTC8;20.139;341;17.997;130;1.483;94;55;7;32;150;PLDP
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;11.500;180;10.471;45;650;55;70;4;25;91;PLDP
G2;111;0239;LUCIJA -  SEÈOVLJE;1.770;7.000;10;Seèa;QLTC8;8.549;138;7.820;26;446;36;68;3;12;65;PLDP
G2;111;0239;SEÈOVLJE - MP SEÈOVLJE;7.000;7.280;500;MP Seèovlje;QLTC8;3.781;65;3.503;36;177;0;0;0;0;21;PLDP
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLTC10;1.462;19;1.163;3;104;15;9;24;125;114;PLDP
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLTC10;7.704;65;6.728;44;536;70;76;35;150;186;DIST
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Dobja vas;QLTC8;14.371;88;12.658;70;1.033;130;155;46;191;278;DIST
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLTC10;6.814;51;5.634;64;568;117;112;50;218;275;WIM
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLTC8;1.242;138;970;2;123;5;2;1;1;4;PLDP
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;4.800;140;4.008;55;500;40;40;7;10;62;PLDP
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;QLD*;6.675;153;5.749;55;609;45;44;7;13;67;PLDP
R1;201;0203;GOZD MARTULJEK - MOJSTRANA-DOVJE;3.900;12.100;631;Gozd Martuljek;QLTC8;6.364;138;5.507;56;548;39;56;6;14;72;PLDP
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;QLTC8;6.187;123;5.324;52;569;40;46;9;24;74;PLDP
R1;201;0205;KRAJE - HRUŠICA;0;4.030;902;Hrušica;QLTC10;8.067;128;6.977;60;709;62;82;11;38;194;WIM
R1;202;0234;MP RATEÈE - RATEÈE;0;1.380;658;MT Rateèe;QLTC8;1.305;75;1.100;3;112;5;4;2;4;8;PLDP
R1;202;0233;RATEÈE - PODKOREN;0;2.926;778;Rateèe;MWTC1;2.600;80;2.221;45;180;30;20;9;15;50;PLDP
R1;203;1002;MP PREDEL - KLUŽE;0;12.500;657;MT Predel;QLTC8;583;111;396;1;66;4;2;1;2;4;PLDP
R1;203;1002;KLUŽE - BOVEC;12.500;14.904;536;Kluže;ROÈNO;965;120;698;5;130;6;5;0;1;6;PLDP
R1;203;1003;BOVEC(PO OBVOZNICI) - ŽAGA;0;9.904;535;Bovec;QLTC10;1.979;134;1.467;4;315;26;24;5;4;25;PLDP
R1;203;1004;ŽAGA - KOBARID;0;13.395;96;Srpenica;QLTC10;2.928;206;2.185;15;405;33;52;10;22;59;PLDP
R1;204;1012;ŠEMPETER - VOLÈJA DRAGA;0;2.800;262;Volèja Draga;QLTC10;8.489;98;7.789;22;521;28;26;2;3;31;PLDP
R1;204;1012;VOLÈJA DRAGA - DORNBERK;2.800;8.343;203;Prvaèina;QLTC8;5.628;114;5.007;24;392;43;33;5;10;45;PLDP
R1;204;1013;DORNBERK - ŠTANJEL;0;13.078;204;Branik;QLTC10;2.130;89;1.815;8;164;22;22;4;6;25;PLDP
R1;204;1014;ŠTANJEL - DUTOVLJE;0;7.820;24;Kopriva;ROÈNO;1.700;90;1.380;10;165;25;24;2;4;25;PLDP
R1;204;1015;DUTOVLJE - SEŽANA;0;7.890;205;Tomaj;QLTC10;2.404;65;2.111;9;170;25;16;2;6;22;PLDP
R1;205;1026;DIVAÈA - LOKEV-LIPICA;0;8.655;418;MT Lipica;QLTC8;2.682;133;2.422;2;119;4;2;0;0;3;PLDP
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLTC10;1.290;127;1.024;4;123;6;4;1;1;6;PLDP
R1;206;1043;RUSKA CESTA (ERIKA - VRŠIÈ);0;8.978;;;P;700;100;532;4;55;7;1;1;0;4;PLDP
R1;206;1028;VRŠIÈ - TRENTA;0;8.960;197;Vršiè;QLD;534;98;392;2;34;5;2;1;0;3;PLDP
R1;206;1029;TRENTA - BOVEC;0;22.141;198;Koritnica;QLTC10;1.448;135;1.092;2;193;10;12;3;1;11;PLDP
R1;207;1057;GODOVIÈ - ÈRNI VRH;0;6.875;105;Godoviè;QLTC8;1.651;32;1.373;11;126;34;21;20;34;56;PLDP
R1;207;1058;ÈRNI VRH - COL;0;9.602;;;P;1.500;35;1.144;11;200;35;25;20;30;55;PLDP
R1;207;1413;COL - AJDOVŠÈINA;0;8.696;427;Budanje;QLTC10;2.843;69;2.405;8;233;35;30;23;40;65;PLDP
R1;208;1434;ÈRNI KAL  -  KORTINE;0;2.236;748;Èrni Kal;QLTC10;3.896;254;3.129;19;369;36;59;4;26;64;PLDP
R1;208;1059;KORTINE - GRAÈIŠÈE;0;8.555;2;Kubed;QLTC10;2.437;66;2.111;7;214;23;13;1;2;16;PLDP
R1;208;1060;GRAÈIŠÈE - SOÈERGA;0;5.000;151;Graèišèe;MWTC1;1.500;50;1.267;7;130;30;10;2;4;18;PLDP
R1;208;1060;SOÈERGA  -  MP  SOÈERGA;5.000;8.453;502;MP Soèerga;QLTC10;1.330;20;1.203;2;100;4;1;0;0;2;PLDP
R1;208;1149;RIŽANA - KORTINE;0;1.950;771;Kortine;MWTC1;1.200;20;1.048;10;95;10;15;0;2;15;PLDP
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLTC8;18.002;178;15.732;168;1.605;124;104;29;62;205;PLDP
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLTC10;7.134;166;6.044;50;723;55;37;18;41;88;PLDP
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLTC8;5.326;133;4.477;47;548;45;26;16;34;73;PLDP
R1;209;1090;SOTESKA - BITNJE;0;8.510;930;Nomenj;QLTC10;4.454;94;3.752;42;457;35;26;14;34;68;PLDP
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;4.000;90;3.360;45;440;25;20;10;10;47;PLDP
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribèev Laz;QLTC10;3.172;89;2.665;61;316;13;21;3;4;43;PLDP
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MT Jezersko;QLTC10;256;67;156;0;25;2;2;1;3;4;PLDP
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;1.000;80;853;10;40;5;5;2;5;12;PLDP
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLTC10;1.321;93;1.118;11;75;8;6;3;7;22;DIST
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLTC10;5.889;118;5.192;29;445;28;50;11;16;86;DIST
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLTC8;18.607;85;16.480;13;1.387;160;151;65;266;462;DIST
R1;210;1109;KRANJ - ŠKOFJA LOKA;0;8.125;111;Dorfarje;QLTC8;12.829;100;11.083;76;1.094;124;109;73;170;381;WIM
R1;210;1392;OBVOZNICA ŠKOFJA LOKA;0;3.865;924;Škofjeloška obvoznica;QLTC10;9.292;91;7.983;32;843;120;95;46;82;793;WIM
R1;210;1110;ŠK.LOKA - GORENJA VAS;0;13.074;112;Log;QLTC10;7.393;98;6.317;41;670;100;77;30;60;635;DIST
R1;210;1111;GORENJA VAS - TREBIJA;0;4.819;408;Hotavlje;QLTC10;4.243;88;3.959;40;0;113;0;43;0;319;DIST
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLTC10;1.365;24;1.145;11;127;22;23;6;7;138;DIST
R1;210;1113;SOVODENJ - CERKNO;0;11.884;934;Podjelovo Brdo;QLTC10;866;20;707;10;86;16;17;5;5;107;DIST
R1;210;1114;CERKNO - ŽELIN;0;4.200;102;Cerkno;QLTC10;2.783;49;2.368;41;210;45;43;11;16;311;DIST
R1;210;1078;ŠKOFJA LOKA - JEPRCA;0;5.795;106;Godešiè;QLTC8;12.505;58;10.451;68;1.193;188;129;132;286;422;DIST
R1;211;0211;KR (LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLTC8;6.534;78;5.660;108;505;61;46;16;60;129;PLDP
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLTC10;14.180;111;11.722;166;1.285;223;184;128;361;552;DIST
R1;211;0212;MEDVODE - STANEŽIÈE;3.650;8.000;643;Medno;QLTC8;20.480;150;17.457;234;1.675;233;215;146;370;620;WIM
R1;211;0212;STANEŽIÈE  - LJ( ŠENTVID);8.000;8.814;;;P;22.000;155;18.795;250;1.700;350;220;150;380;618;PLDP
R1;212;1115;PRIKLJUÈEK UNEC-UNEC;0;781;;;P;9.500;100;7.970;30;800;120;100;80;300;324;PLDP
R1;212;1116;UNEC - RAKEK;0;2.160;909;Rakek 2;QLTC10;8.180;99;6.725;31;754;105;91;77;298;181;DIST
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLTC10;9.403;125;7.803;44;851;118;95;79;288;183;DIST
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLTC10;5.311;78;4.516;26;402;51;52;37;149;94;WIM
R1;212;1119;BL.POLICA - SODRAŽICA;0;17.183;247;Nova vas;QLTC10;2.729;65;2.237;8;236;29;32;29;93;58;DIST
R1;212;1120;SODRAŽICA - ŽLEBIÈ;0;5.770;248;Zamostec;QLTC10;2.715;46;2.191;6;258;42;42;41;89;65;DIST
R1;213;1365;BLOŠKA POLICA - PUDOB;0;8.200;386;Stari trg;QLTC10;2.795;36;2.441;37;162;23;20;12;64;78;PLDP
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLTC10;421;18;356;8;14;2;4;2;17;28;WIM
R1;214;1156;KOÈEVJE - STARI LOG;0;11.670;;;P;1.100;70;832;5;130;15;13;10;25;34;PLDP
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLTC10;1.312;65;1.027;7;132;21;13;16;31;43;PLDP
R1;215;1491;PRIKLJ. TREBNJE V - GRM;0;615;;;P;5.000;40;4.145;20;500;110;65;35;85;138;PLDP
R1;215;1490;GRM - TREBNJE;0;2.828;925;Grm;QLTC10;6.010;38;5.169;21;486;91;67;37;101;147;PLDP
R1;215;1506;TREBNJE (ODRGA - KAMNA GORA);0;360;;;P;8.000;40;6.800;20;700;160;80;40;160;206;PLDP
R1;215;1162;TREBNJE - MIRNA;0;6.290;903;Dol pri Trebnjem;QLTC10;7.729;52;6.629;18;681;89;86;40;134;177;PLDP
R1;215;1162;MIRNA - MOKRONOG;6.290;14.042;270;Bistrica;QLTC10;4.834;48;4.077;16;424;80;61;35;93;133;PLDP
R1;215;1163;MOKRONOG - BOŠTANJ;0;18.421;448;Jelovec;QLTC10;2.711;37;2.146;8;280;57;59;31;93;122;PLDP
R1;216;1367;IVANÈNA GORICA - KRKA;0;6.805;387;Mrzlo Polje;QLTC10;7.618;52;6.650;27;638;67;64;33;87;230;WIM
R1;216;1175;KRKA - ŽUŽEMBERK;0;13.435;277;Zagradec;QLTC10;3.429;49;2.858;26;320;39;35;27;75;178;DIST
R1;216;1158;ŽUŽEMBERK - DVOR;0;4.270;278;Maèkovec pri Dvoru;QLTC8;3.566;69;2.929;28;351;49;37;25;78;186;DIST
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLTC8;4.733;74;3.944;36;435;62;48;39;95;241;DIST
R1;216;1177;SOTESKA - ÈRMOŠNJICE;0;14.355;279;Podturn;QLTC10;3.664;50;3.068;14;373;38;31;22;68;152;WIM
R1;216;1178;ÈRMOŠNJICE - RUÈETNA VAS;0;9.600;737;Srednja vas;MWTC1;4.200;50;3.655;20;300;35;60;10;70;96;PLDP
R1;216;1178;RUÈETNA VAS - ÈRNOMELJ;9.600;14.985;280;Lokve;QLTC8;6.921;56;6.083;25;545;61;50;28;73;113;WIM
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLTC10;706;24;574;2;73;9;7;5;12;17;PLDP
R1;217;1209;BREZOVICA - DOBLIÈE;0;17.000;299;Brezovica pri Predgradu;MWTC1;85;2;69;0;8;4;2;0;0;2;PLDP
R1;217;1209;DOBLIÈE - KANIŽARICA;17.000;19.817;300;Blatnik;QLTC10;1.457;23;1.282;5;107;11;16;5;8;20;PLDP
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;MWTC1;4.000;30;3.503;15;300;30;85;7;30;78;PLDP
R1;218;1212;PODZEMELJ - ÈRNOMELJ;0;8.950;302;Podzemelj;QLTC10;3.582;29;3.162;15;245;30;42;16;43;70;PLDP
R1;218;1393;ÈRNOMELJ (ULICA MOŠA PIJADE - KOÈEVJE);0;1.044;;;P;5.000;40;4.355;25;400;45;70;20;45;95;PLDP
R1;218;1562;ÈRNOMELJ (KOLODVORSKA - MOŠA PIJADE);0;954;;;P;3.800;30;3.480;20;200;15;25;10;20;43;PLDP
R1;218;1394;ÈRNOMELJ - (KOÈEVJE) - KANIŽARICA;0;1.285;308;Kanižarica;QLTC8;7.405;69;6.523;27;583;53;76;24;50;106;PLDP
R1;218;1214;KANIŽARICA - VINICA;0;15.535;303;Dragatuš;QLTC10;3.127;35;2.718;24;251;17;54;7;21;58;PLDP
R1;218;1153;VINICA ;0;160;;;P;2.600;30;2.325;25;130;15;50;5;20;54;PLDP
R1;218;1215;VINICA - MOST ÈEZ KOLPO;0;850;154;MP Vinica;QLTC10;1.087;5;961;4;80;6;5;8;18;22;PLDP
R1;219;1236;SL.BISTRICA - POLJÈANE;0;8.496;125;Zg.Brežnica;QLTC10;5.925;64;4.891;18;510;100;88;60;194;300;DIST
R1;219;1410;POLJÈANE ;0;700;;;P;6.500;60;5.465;25;500;95;110;55;190;238;PLDP
R1;219;1237;POLJÈANE - PODPLAT;0;9.189;126;Podplat;QLTC10;4.852;56;3.894;30;442;93;108;54;175;298;WIM
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podèetrtek;QLTC10;5.461;60;4.620;15;445;82;53;53;133;216;DIST
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastniè;QLTC8;2.407;46;1.903;11;213;47;33;42;112;165;DIST
R1;219;1421;BISTRICA OB SOTLI;0;720;;;P;3.500;45;3.025;10;220;45;35;35;85;106;PLDP
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLTC10;2.156;40;1.708;7;213;46;32;30;80;97;PLDP
R1;219;1242;BIZELJSKO - BREŽICE;0;16.000;129;Bukošek;QLTC10;3.402;36;2.988;16;213;43;19;25;62;79;PLDP
R1;219;1242;BREŽICE - ÈATEŽ;16.000;17.570;366;Brežice;QLTC10;13.009;94;11.437;63;1.021;114;89;58;133;213;PLDP
R1;219;1480;ÈATEŽ OB SAVI ;0;1.188;;;P;5.000;50;4.050;40;540;90;85;30;115;168;PLDP
R1;220;1334;KRŠKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLTC10;6.167;48;5.442;35;429;62;68;22;61;113;PLDP
R1;220;1334;SP.POHANCA - BREŽICE;7.200;12.715;738;Spodnja Pohanca;QLTC10;4.707;36;4.199;19;300;53;40;17;43;76;PLDP
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLTC10;6.986;59;6.021;49;644;55;45;21;92;39;WIM
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLTC10;9.194;69;8.133;68;675;80;60;23;86;45;DIST
R1;221;1219;ZAGORJE - BEVŠKO;0;5.358;307;Bevško;QLTC10;3.600;28;3.261;54;220;20;14;1;2;36;PLDP
R1;221;1220;BEVŠKO - TRBOVLJE;0;3.123;582;Trbovlje;QLTC10;10.077;84;9.085;116;594;69;88;14;27;133;PLDP
R1;221;1221;TRBOVLJE - BOBEN - HRASTNIK;0;8.815;309;Hrastnik;MWTC1;270;5;238;0;20;4;2;1;0;2;PLDP
R1;221;1222;HRASTNIK - ŠMARJETA;0;9.650;310;Marno;QLTC10;4.474;41;3.755;30;319;78;109;21;121;172;PLDP
R1;222;1228;ZAGORJE - MOST ÈEZ SAVO;0;1.885;583;Zagorje-most;QLTC8;7.468;65;6.480;86;497;89;74;51;126;202;PLDP
R1;223;1229;BEVSKO - MOST ÈEZ SAVO;0;1.220;127;Trbovlje 2;QLTC10;7.247;70;6.438;59;446;82;91;21;40;125;PLDP
R1;224;1230;HRASTNIK - MOST ÈEZ SAVO;0;1.500;584;Hrastnik 2;QLTC10;4.630;5;3.929;78;337;66;80;17;118;171;PLDP
R1;225;1140;MENGEŠ - DUPLICA;0;3.244;259;Šmarca;QLTC10;11.246;71;9.868;29;863;113;76;30;196;214;PLDP
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLTC10;16.226;127;14.102;29;1.368;154;126;47;273;306;PLDP
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;7.500;110;6.355;25;550;110;100;30;220;239;PLDP
R1;225;1083;KAMNIK (MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fužine;QLTC10;6.590;107;5.523;24;529;65;98;29;215;531;WIM
R1;225;1083;SP. STRANJE - STAHOVICA;2.000;4.270;;;P;4.600;80;3.955;20;330;55;80;20;60;110;PLDP
R1;225;1084;STAHOVICA - ÈRNIVEC;0;10.615;233;Podstudenec;QLTC10;1.851;50;1.594;15;145;19;15;4;9;109;WIM
R1;225;1085;ÈRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLTC10;866;41;699;9;84;14;8;3;8;74;DIST
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLTC10;1.968;45;1.659;7;181;28;27;7;14;149;DIST
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLTC8;5.723;86;4.885;37;485;68;70;26;66;168;WIM
R1;225;1248;MOZIRJE ;8.731;11.302;139;Prihova;QLTC10;10.344;109;8.830;78;834;134;108;98;153;374;DIST
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;QLTC10;9.640;106;8.182;89;767;145;103;94;154;273;PLDP
R1;225;1246;SOTESKA - LETUŠ;0;3.300;34;Letuš 2;QLTC10;6.182;70;5.122;62;546;111;76;68;127;288;DIST
R1;225;1246;LETUŠ - M.BRASLOVÈE;3.300;6.050;138;Letuš;QLTC10;8.047;75;6.722;58;703;130;96;78;185;363;DIST
R1;225;1246;M.BRASLOVÈE - PARIŽLJE;6.050;8.390;;;P;7.900;70;6.720;40;600;120;90;75;185;249;PLDP
R1;225;1246;PARIŽLJE - ŠENTRUPERT;8.390;12.200;37;Orla vas;QLTC10;10.067;82;8.571;35;869;149;87;76;198;259;PLDP
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLTC10;6.168;45;5.551;15;480;25;40;4;8;39;PLDP
R1;227;1423;KOTLJE - STARI TRG;0;8.430;921;Stari Trg pri SG;QLTC8;6.229;43;5.626;12;454;41;39;5;9;42;PLDP
R1;227;1423;STARI TRG - SLOVENJ GRADEC;8.430;11.154;;;P;7.800;60;6.750;20;800;60;60;25;25;82;PLDP
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLTC10;5.071;24;4.127;23;444;60;41;71;281;262;PLDP
R1;228;1291;BORL - MP ZAVRÈ;8.500;13.900;340;MP Zavrè;QLTC8;2.155;6;1.513;6;221;38;22;79;270;239;PLDP
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;;P;16.000;70;13.865;90;1.350;230;160;75;160;311;PLDP
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;928;Ptuj;QLTC10;7.279;69;6.564;22;484;56;48;13;23;67;PLDP
R1;229;1286;ROGOZNICA - JANEŽOVCI;0;4.830;927;Nova vas pri Ptuju;QLTC10;5.768;49;5.075;18;407;76;58;26;59;105;PLDP
R1;229;1286;JANEŽOVCI - GOMILCI;4.830;7.360;;;P;3.300;45;2.820;10;250;55;45;25;50;85;PLDP
R1;229;1286;GOMILCI - SENARSKA;7.360;16.918;338;Goèova;QLTC10;3.083;36;2.626;8;261;51;36;22;43;72;PLDP
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MT Gornja Radgona;QLTC8;3.503;21;3.089;2;183;20;22;33;133;120;PLDP
R1;230;0366;GORNJA RADGONA - RADENCI;0;5.680;86;Šratovci;QLTC8;7.799;63;6.871;67;481;85;85;39;108;256;DIST
R1;230;1164;RADENCI ;0;453;;;P;6.200;40;5.510;30;350;80;60;35;95;140;PLDP
R1;230;1308;RADENCI - VUÈJA VAS;0;7.803;352;Radenci;QLTC10;3.671;35;3.154;12;260;41;45;30;94;161;DIST
R1;230;1399;VUÈJA VAS - KRIŽEVCI;0;4.527;576;Iljaševci;QLTC10;3.932;38;3.263;15;341;51;54;39;131;213;WIM
R1;230;1415;KRIŽEVCI ;0;800;;;P;7.000;55;6.215;25;400;60;70;40;135;167;PLDP
R1;230;1309;KRIŽEVCI - LJUTOMER;0;7.300;353;Noršinci;QLTC10;5.618;57;4.746;29;419;84;98;47;138;276;DIST
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.770;354;Ivanjkovci;QLTC10;2.398;29;1.961;9;205;50;42;21;81;140;DIST
R1;230;1311;PAVLOVCI - ORMOŽ;0;1.820;575;Pavlovci;QLTC10;4.216;52;3.597;11;323;59;63;27;84;117;PLDP
R1;230;1507;PUŠENCI - ORMOŽ;0;2.975;;;P;1.900;8;1.706;3;150;10;10;5;8;16;PLDP
R1;230;1507;ORMOŽ - MP ORMOŽ;2.975;3.100;156;MP Ormož;QLTC10;786;0;778;0;8;0;0;0;0;0;PLDP
R1;231;1325;GIBINA - RAZKRIŽJE;0;2.930;431;MP Gibina;QLTC10;334;4;299;0;27;1;2;0;1;2;PLDP
R1;231;1323;RAZKRIŽJE - STROÈJA VAS;0;3.830;;;P;2.100;15;1.922;1;130;20;10;1;1;11;PLDP
R1;231;1327;STROÈJA VAS - LJUTOMER;0;2.500;636;Stroèja vas;QLTC10;3.286;39;2.933;4;218;29;35;10;18;43;PLDP
R1;232;1314;MP HODOŠ - HODOŠ;0;1.500;430;MT Hodoš;QLTC10;134;5;114;0;11;1;1;0;2;4;DIST
R1;232;1314;HODOŠ - ŠALOVCI;1.500;5.000;;;P;950;10;859;5;50;10;10;2;4;13;PLDP
R1;232;1314;ŠALOVCI - PETROVCI;5.000;10.458;487;Peskovci;QLTC10;1.162;10;1.032;4;78;10;11;5;12;36;DIST
R1;232;1315;PETROVCI - MAÈKOVCI;0;6.500;;;P;3.000;25;2.775;10;120;25;20;5;20;35;PLDP
R1;232;1315;MAÈKOVCI - MARTJANCI;6.500;17.700;137;Vaneèa;QLTC10;4.022;24;3.595;12;262;33;39;13;44;122;WIM
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLTC10;11.452;58;10.319;55;683;112;96;36;93;318;DIST
R1;232;1470;MURSKA SOBOTA ;0;1.663;;;P;14.500;30;13.275;80;620;185;155;35;120;245;PLDP
R1;232;1517;MS (PANONSKA ULICA - BAKŠA);0;1.488;939;MS VZH obvoznica;QLTC10;4.355;21;3.444;21;455;96;92;68;158;215;PLDP
R1;232;1515;MS (BAKŠA - TOMŠIÈEVA ULICA);0;1.062;;;P;4.700;25;3.765;25;460;100;95;70;160;222;PLDP
R1;232;1516;MS (TOMŠIÈEVA ULICA - PRIKLJUÈEK MS);0;1.718;479;MS Krog;QLTC10;3.222;9;2.795;4;253;31;18;22;90;87;PLDP
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLTC10;6.534;24;5.572;4;627;52;108;25;122;1.428;DIST
R1;234;1280;DOLE - ŠENTJUR;0;3.445;690;Lokarje;QLTC10;9.025;46;7.895;10;790;80;72;27;105;1.254;WIM
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLTC10;5.969;57;5.245;61;409;70;58;19;50;112;PLDP
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLTC8;6.108;52;5.472;63;346;56;54;17;48;106;PLDP
R1;235;1396;M.SOBOTA(GAJ) - MURSKA SOBOTA;0;1.125;;;P;6.500;35;5.830;20;450;55;30;20;60;85;PLDP
R2;401;1020;ŽAGA - UÈJA;0;7.445;551;MT Uèja;ROÈNO;390;25;345;0;20;0;0;0;0;0;PLDP
R2;402;1010;SOLKAN - MOST ÈEZ SOÈO;0;141;;;P;7.100;50;6.265;10;655;45;40;20;15;55;PLDP
R2;402;1426;SOLKAN MOST - GONJAÈE;0;10.396;219;Podsabotin;QLTC8;3.669;51;3.238;8;292;36;32;4;8;34;PLDP
R2;402;1465;GONJAÈE - DOBROVO;0;4.553;755;Šmartno v Brdih;QLTC10;2.682;43;2.358;9;206;25;29;4;8;31;PLDP
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;3.300;45;2.996;5;210;20;15;4;5;19;PLDP
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLTC8;1.231;34;1.155;1;32;4;3;0;2;4;PLDP
R2;403;1071;BAÈA - KNEŽA;0;6.153;108;Baèa;QLTC10;1.217;52;1.037;2;100;7;13;2;4;13;PLDP
R2;403;1072;KNEŽA - PODBRDO;0;15.734;;;P;1.000;60;859;1;60;8;10;1;1;23;WIM
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo Brdo 1;MWTC1;630;80;461;1;80;2;4;2;0;4;PLDP
R2;403;1074;PETROVO BRDO - PODROŠT;0;8.100;539;Petrovo Brdo 2;MWTC1;380;75;249;0;46;6;3;1;0;3;PLDP
R2;403;1075;PODROŠT - ZALI LOG;0;5.000;542;Zali Log;MWTC1;1.000;65;771;17;109;15;20;2;1;22;PLDP
R2;403;1075;ZALI LOG - ÈEŠNJICA;5.000;10.061;189;Železniki;QLTC10;2.066;62;1.768;27;163;16;18;6;6;31;PLDP
R2;403;1076;ÈEŠNJICA - ŠKOFJA LOKA;0;15.700;618;Bukovica;QLTC10;5.400;70;4.655;45;450;60;65;15;40;210;WIM
R2;403;1077;ŠKOFJA LOKA;0;890;107;Škofja Loka;QLTC8;19.125;105;17.058;270;1.309;146;116;33;88;278;PLDP
R2;404;1379;PODGRAD - IL.BISTRICA;0;10.143;397;Reèica;QLTC10;3.055;29;2.692;12;203;28;30;13;48;70;WIM
R2;404;0342;IL.BISTRICA (VILHARJEVA CESTA);0;1.401;;;P;6.000;35;5.185;40;550;50;55;35;50;108;PLDP
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovèe;QLTC10;4.715;58;4.102;11;480;27;17;11;9;34;DIST
